name,index,coin_toss,normal,zipf,uniform,twin_peak,geometric,exponential,lognormal,zero
Hudicesoaitudun,19790,1,11663.01190096872,3,7610,1158.3057302117354,1,19,8.60710575722177,0
Zemokoy,19791,1,10791.951159414448,1,8591,1205.8015697739638,1,70,13.445592561375268,0
Koietecuruy,19792,1,10161.925339934214,1,1496,3872.83524674923,1,10,29.631559855992315,0
Pojeriyezux,19793,1,10455.506034585344,4,9708,1170.7919599733627,1,11,43.25075890207599,0
Oawozeqeaok,19794,1,10567.784194390331,2,711,3772.6055893429157,2,238,12.455031681024991,0
Oosiu,19795,1,10201.87029566807,1,95,3820.347580653392,6,74,73.04792453608175,0
Meuoauiiz,19796,0,10822.27854065608,2,4949,4150.7587487943165,2,145,9.923309099400317,0
Nop,19797,1,8239.206546484824,54,1631,4232.4783881930889,4,3,16.890354931886694,0
Wui,19798,1,8365.3260295289,1,6864,4185.8071759044697,2,170,32.75098473574772,0
Xuoooasisir,19799,0,9780.21695296267,1,3718,3838.5046435821414,2,28,7.277972445716269,0
Tiweliyuioh,19800,1,10739.601222407488,1,8354,4188.8312978623062,1,8,100.4223186053739,0
Racocacid,19801,1,9589.026672646476,1,218,3854.1769123467834,6,222,83.24485475913069,0
Hiuay,19802,1,10203.973067870267,1,8592,4043.0924787951471,1,100,9.044477671773787,0
Geaugosuguj,19803,1,8604.6497813525,1,3940,3726.6636799254534,1,122,4.297247989008694,0
Ligenuvaw,19804,1,10416.810988387062,3,3014,4031.2531429350925,2,9,17.903765282350083,0
Ouyez,19805,1,8493.55852172141,1,9175,3423.1114071316151,1,60,1.6101637825831485,0
Jaaeuil,19806,0,9655.938955930857,1,7961,3677.0709812303348,1,151,36.20431894101722,0
Vuyunaj,19807,1,11003.857594494513,6,9078,1195.8404878012557,1,7,24.034079401040724,0
Rilononozehiuio,19808,1,9756.592992970884,1,2719,3855.6995818562032,4,12,4.453498102702078,0
Qajizuiesujun,19809,0,11835.846891720821,8,7113,3705.440752846901,1,28,14.062719668186036,0
Dowasihia,19810,0,8893.09265050478,1,758,3859.4575184806881,4,5,6.150217350420352,0
Yobomofaiuqul,19811,0,9709.377381724302,1,6143,4340.7486217180231,1,64,30.638229269639698,0
Eosubaq,19812,1,9124.316780546955,1,5214,993.28045720064745,2,109,74.37657843745266,0
Ruaadalaw,19813,1,10028.828877826312,2,1998,3950.1151684025281,2,191,8.958107051505735,0
Aex,19814,1,10154.71952648501,1,3254,4136.3596610218347,2,57,98.55152655073381,0
Natamoxujuzahiu,19815,0,10655.089868507868,5,1726,4059.7690055363701,5,13,25.139083325008368,0
Uusaaegox,19816,0,9860.736562577802,1,6615,4289.2608432013794,7,72,36.193115418128386,0
Comee,19817,1,9726.649948363769,1,7632,859.99959040851365,2,70,18.046840145137935,0
Iuo,19818,1,10545.234260616151,36,5319,3960.1119807671307,5,59,15.71507918030598,0
Iudopeq,19819,1,11630.797051469277,4,3324,4399.9027883152357,3,569,19.18776679670356,0
Fokupeiauad,19820,0,10271.941158936519,1,3127,952.70125608054389,2,303,9.784704932342683,0
Bobeiojov,19821,1,9481.634599539491,16,3764,1076.5253472481249,3,9,29.318353001142743,0
Diiarouagicie,19822,1,10468.77958056999,1,1694,3944.7307885872656,1,507,5.757725641099806,0
Jalaaitet,19823,1,10082.340458449884,1,6866,3940.4537172737801,4,118,21.50927776720866,0
Coeuy,19824,0,9980.878472105953,1,4656,3845.3371774399193,1,108,260.75241117818376,0
Tabibau,19825,1,8507.706144087473,3,9841,3876.6131997766197,3,113,74.31511206950326,0
Ruxiq,19826,1,8571.784793652127,3,415,4006.6519727789541,1,6,29.25469097029368,0
Geres,19827,0,8580.10333630486,1,6891,3977.0798170541684,2,61,22.412952051340298,0
Hunufod,19828,1,9697.515727382199,1,7027,4139.6746567151795,3,196,9.66692448936102,0
Dahat,19829,0,12889.98427979244,1,5306,3940.2674292893312,5,3,13.20464888068117,0
Riyaquqil,19830,0,9216.108908111642,1,6200,1227.1340626158481,4,37,4.550641024664451,0
Madavuyepobedoi,19831,1,9723.702721254189,1,9617,3917.459751510431,4,84,2.1121142112425293,0
Kowufolayak,19832,1,10673.239816649771,1,1146,1083.910393684137,3,279,15.246031766797365,0
Yixooot,19833,1,11350.562485547569,6,677,4033.9445632626848,1,55,30.612795359290782,0
Paiapezoraaaa,19834,0,9601.465524818612,1,5530,3873.5435787822298,2,38,7.6344196448391255,0
Kueayiyutoruo,19835,1,11612.159529208964,1,2485,4607.0772454762464,1,63,309.6851850721479,0
Tib,19836,1,10574.27711520456,3,488,910.1340870883115,2,55,20.05148867347497,0
Jeqaoemau,19837,0,9576.503157790972,2,4985,1286.3230533828012,5,195,41.456642501782405,0
Cuuaiel,19838,0,11243.253225403894,1,6509,1150.4020415633042,1,27,2.9605654467132725,0
Qihut,19839,0,9854.725029757832,2,7440,694.82132789206889,4,91,11.952331783527352,0
Aacoguaisijewiv,19840,1,11653.162904287361,1,1855,4205.6102650896592,1,36,14.567806708466485,0
Qaaoy,19841,1,10427.930188000139,1,2147,4188.5010138818297,5,100,44.59613563592175,0
Kuniwibevop,19842,1,8075.636289498931,2,2034,3760.7548254864491,1,60,34.971254298645086,0
Yejepixapapewuh,19843,0,9602.799340602156,2,1974,795.36106079262117,1,95,12.123419565799006,0
Todahol,19844,0,10946.577139944537,1,1608,3781.4058181528458,1,15,112.37807293992984,0
Wer,19845,0,9834.946146742792,3,2638,1028.2873099157189,2,12,6.558408003194583,0
Raritirataz,19846,1,10977.40252969372,2,8082,3812.438066153431,2,16,16.683197020386572,0
Heeeqifineiez,19847,1,10351.087007012022,2,1154,1066.7683849547748,1,56,3.7069375574744687,0
Oafuvueejae,19848,0,10924.143284810762,4,9371,900.51931241978286,6,85,10.157728942302757,0
Iiiuwuhexeu,19849,0,9093.616983015296,1,4199,949.6839539262686,4,82,28.573765572036976,0
Uek,19850,0,12161.19316926496,1,8460,4308.6578197506869,3,30,10.47570064856316,0
Diuiz,19851,0,9762.029393431681,2,8629,3907.0858295401081,1,15,40.51995122888973,0
Mumoien,19852,0,8487.84716630263,1,8829,1084.829194503191,2,134,5.9846231893885085,0
Duwupuguuinonuk,19853,1,9907.055172370796,1,4997,3793.5601768550878,2,369,16.69601131072128,0
Cieiyeq,19854,1,8603.896040127658,1,3944,4429.0337994941847,2,26,18.271829244930146,0
Roioricuximoyol,19855,1,8708.68668338125,1,537,1007.7886331162931,4,80,13.211693720500206,0
Uayeragefakizir,19856,0,10874.186428273555,1,4055,896.85744023148129,7,75,34.46485148040759,0
Nozotak,19857,1,11427.64742225836,2,9124,1058.8799692629036,4,66,26.899910253192694,0
Fibuneeid,19858,0,9920.48679097402,2,8566,898.11482796509631,1,19,48.374905783476315,0
Wihevaqukif,19859,1,8811.463689414559,4,9612,640.38165188326002,6,161,3.3242860324430197,0
Dejok,19860,0,10189.201451820609,1,2884,872.78555473612471,1,271,12.05073170412703,0
Dap,19861,0,9681.777712335808,1,8032,986.76672646166833,3,40,167.19149107488695,0
Tehekusufuk,19862,0,9810.215533639446,1,3043,4234.7649167474992,2,45,16.439932061209454,0
Fayihip,19863,0,9522.164895783268,2,9217,3980.7293544129316,3,48,2.6376500650117896,0
Soeic,19864,0,8447.088721652715,1,3325,1046.2399149753376,5,55,12.139777602910318,0
Iunomoaabofebam,19865,0,9734.917383460652,1,2699,3841.261601153763,1,132,27.011674463337965,0
Gauoyoyez,19866,1,10777.712902245472,1,2949,1016.9399858474258,3,0,7.5148302224921855,0
Aohofuuuoibuwuu,19867,1,10491.126946226857,1,9656,1104.3422830883758,2,65,18.604514549072032,0
Xoreuafuqoi,19868,1,11437.84110170419,1,469,4052.4738037684128,6,18,35.146721642973475,0
Jaeoyitaqoraqur,19869,1,8056.273705017456,4,8469,4009.341481269907,4,185,10.34075346853179,0
Weiihen,19870,1,9210.035338701822,11,5845,3904.7034418336025,6,167,142.4403117103739,0
Gibisijos,19871,0,9879.352416931235,1,8672,3680.5437967542803,3,15,10.946192920225146,0
Miz,19872,0,10373.79060108774,3,9288,3810.8961349913334,1,212,5.037057140893789,0
Yivemitodatakaj,19873,1,9488.268927494362,7,6834,4233.8794477928377,4,31,35.30788981258166,0
Wukegepapakop,19874,1,11618.975023431949,1,761,1052.5871591712596,5,84,21.327018408366598,0
Iokam,19875,0,9383.77449796215,3,1837,929.36526621488576,1,165,35.91611573181293,0
Koaeiahuiiwodel,19876,1,11118.38986571467,3,7340,469.93864128764676,4,115,22.061036282078433,0
Soxaxuuuzok,19877,0,9824.197344123915,1,1385,1233.6595376244841,1,0,39.812000222232776,0
Couuiagucodabiq,19878,1,8952.254308673857,1,6985,1146.0696640254444,1,76,10.459895999591462,0
Aiuetuqoyagea,19879,0,10254.818574413159,1,3268,1023.4183485117873,2,11,149.93754062681285,0
Magomiloiia,19880,1,9404.043866983551,1,872,4186.1345344615938,3,130,14.48423645367239,0
Aaoabetefat,19881,0,11016.543970642395,3,2457,4154.844514441098,3,199,22.936686437943052,0
Xuvuoopunoeus,19882,0,9178.347374236346,7,6126,1155.8420679221886,2,8,37.838886722757586,0
Lafooerue,19883,1,9907.162862924466,2,8105,1008.8541927186901,4,20,4.433771490595353,0
Rolohiq,19884,1,11104.18198147852,3,23,924.08638409131197,2,53,90.71933629569787,0
Vetaeajovarueee,19885,1,9492.251663815008,2,8865,3962.4604148136227,1,107,159.7365286632074,0
Jan,19886,1,10186.576845613128,3,2716,3574.3100162660385,1,244,73.46360209949049,0
Hoceqih,19887,0,12084.182686252876,1,7761,1196.1443456139677,2,169,15.083374076676671,0
Iujon,19888,0,9923.09707238353,3,885,1041.8738940525047,2,63,7.8279413294591595,0
Auz,19889,1,8716.78509847702,1,942,4114.2043546313089,3,222,37.503060333311474,0
Totaiegim,19890,0,9804.777508069092,1,1492,3999.4414039546023,5,9,43.31104802619253,0
Ruguaaf,19891,0,10674.143658859599,1,7566,1050.1980671240747,6,259,2.785437909721077,0
Eapiyipiraoaz,19892,0,10462.108229708461,1,436,925.50430977539895,7,26,75.96777055398374,0
Daoom,19893,1,10691.323376091868,7,3307,3893.4080452011517,2,73,4.8429717706326825,0
Cioigujoves,19894,1,11071.39302313605,2,9205,3983.0266160602109,2,41,110.17048715463682,0
Jaeuuuyakoaepum,19895,0,9978.04841074,1,5173,4025.6758650579791,1,22,21.47304658354628,0
Qefizedohuqoe,19896,1,10706.334135162733,4,7629,1297.2819998510572,7,47,45.334122435681365,0
Sukotafovevep,19897,0,10130.813007135606,1,3748,968.23216281396026,7,46,17.82617597706474,0
Mej,19898,1,10524.956335940351,5,3974,4087.1756622442986,1,157,4.879876538400019,0
Vahaqaueoujitet,19899,1,9397.422874906622,1,9877,3984.5045596197265,10,13,109.50259375575276,0
Yijiz,19900,1,10084.846664389426,1,6669,4076.0858953911529,1,275,33.74997354797831,0
Hoziviioqif,19901,0,10056.327479796382,1,500,3955.8307950494059,2,291,5.076640245818012,0
Tijuqiloy,19902,1,9694.338220350912,1,5974,4009.1533882215713,6,71,11.395428144363844,0
Jimodoi,19903,0,12145.33343450844,4,6990,3839.5794313096735,2,71,16.81972729680724,0
Gad,19904,1,10274.880932521757,1,7293,3870.8757448789675,2,180,9.881867953391824,0
Pan,19905,0,10411.280173280373,1,5573,3843.6098945795288,3,31,4.966350609842953,0
Mepatabenocaw,19906,1,8959.954818695736,2,210,4103.7081265906818,2,172,8.850727183339234,0
Hahot,19907,0,10218.58644889336,5,4633,3892.7321305432874,1,200,85.39524099077342,0
Vaaufapogic,19908,1,11143.080973456308,1,2900,4190.5168983714975,4,15,105.17258877143392,0
Zeoicag,19909,0,8897.151826325802,1,2318,943.5609913649065,1,184,24.56240558095395,0
Faxupahod,19910,0,9989.734016231896,1,1046,4271.5973920956612,1,214,13.346022512054809,0
Luroeicesic,19911,0,9013.415622987752,2,6608,1310.0370533139233,1,146,6.4456112963739916,0
Xahevagof,19912,1,8304.490913908312,2,8493,4161.8958097387058,1,72,121.41274183181763,0
Keiuyei,19913,1,10193.824822082042,4,3952,414.65803536717885,4,45,19.91077780063227,0
Wavusocai,19914,0,8604.774643527488,1,3858,4072.4285931258391,2,323,86.98574858211829,0
Aecad,19915,1,9605.905755587897,1,5761,1217.1544278895246,1,272,30.903861265966942,0
Ouzuhejezes,19916,0,10275.725304821724,3,1691,4248.1546332827356,3,12,34.36288915816029,0
Yib,19917,1,9362.905826104978,3,7219,3838.7384272397321,6,17,26.091524032460352,0
Ieloa,19918,0,9589.81512106393,1,3482,3900.2171449451407,1,16,3.339110139058861,0
Vocizabireparef,19919,1,9772.442434333409,2,2660,4092.9391276134979,1,82,5.3587803547383634,0
Auneqotuqojevoh,19920,0,10247.364860774514,1,2774,1165.7683543721141,7,146,11.638381585170608,0
Tuleuaqea,19921,0,9361.059743028862,1,6282,1019.5474708618023,1,228,16.9671111291912,0
Auyazouuookor,19922,0,10044.55525924405,1,9089,3663.8418228061446,12,233,34.26672123662633,0
Fagijamudiaayog,19923,0,11879.52761838902,1,4861,3964.5015858460165,1,7,29.042484850635976,0
Moqenebifil,19924,0,10755.566436427634,1,5234,915.82876453544304,1,47,41.178424588974295,0
Cai,19925,0,10707.869363092894,1,9519,1021.4950406489622,2,8,57.68683242084424,0
Eibises,19926,1,9073.748331913244,1,8253,974.81475880557082,2,110,13.427419306833904,0
Gabazea,19927,0,9202.648781162592,1,7561,1012.9452511490838,1,75,85.66835683204206,0
Rosefununuraj,19928,1,10127.393593338285,1,3501,857.83994723099295,2,134,3.7566769707575816,0
Veceqiyaeivov,19929,1,12424.016105877525,1,7388,3920.2462734567139,1,123,33.25322575676348,0
Zaxieepopiyerim,19930,0,9667.916521493114,1,9419,4267.685915203775,1,66,53.03345852929641,0
Mia,19931,0,10280.14314100946,1,116,3559.9158822434247,5,101,10.46325697099434,0
Bobuooloeaviw,19932,0,11433.887900511549,1,4334,4085.8784729084337,1,142,6.492644683741112,0
Euoumoq,19933,1,10157.444556608125,2,41,938.20804537416564,5,46,8.973603270686008,0
Cuhuaubazik,19934,1,8907.975275307306,1,9212,4315.6195828875343,1,7,3.703181391011253,0
Cusuaoaemal,19935,0,9328.275587475624,1,7660,1032.9203977111993,1,117,28.00928867982788,0
Tos,19936,0,10567.050086864965,1,775,4373.9338281865412,5,94,6.56674457340398,0
Rok,19937,1,10184.712137597597,1,1433,992.77142705337894,3,5,9.081670089079768,0
Nuqaregix,19938,1,10390.98047134375,1,6312,443.0599579415026,1,27,21.2345111085575,0
Situf,19939,1,10363.194535642133,1,1203,1634.6207072378838,6,0,17.503469020325156,0
Gueixawiw,19940,0,10956.05296774759,2,5697,865.97297563415646,2,15,24.95469965929722,0
Sobuqiloouqekop,19941,1,8522.273741725197,7,9936,4167.5600597154971,2,14,49.3201967590963,0
Oulotipanem,19942,0,7973.095378500488,4,2698,4100.9238726568319,5,16,16.564318684010313,0
Lirebavol,19943,0,8432.466916036063,1,9908,3825.3702065587213,1,11,2.0414257579921697,0
Aekameaeluien,19944,0,9103.672800479857,3,8073,1022.9282637929169,2,23,44.869762121311574,0
Volotukoxereeia,19945,0,8688.58437005385,1,9049,3667.9165787722977,1,24,18.799317790470273,0
Lojueasif,19946,0,9603.363090784991,1,2305,703.20014558886737,5,104,98.95372232310079,0
Lamad,19947,0,7948.631207302706,1,3069,4080.1591713281377,2,6,18.469201150671815,0
Yaxui,19948,1,10975.03276334966,1,5940,1001.9374093299396,2,148,6.89886166782662,0
Vaaiqufuromeraa,19949,0,10831.111102197876,3,9404,851.40561599791113,3,51,15.269431458296204,0
Aaseqipiaifol,19950,1,10159.763611441967,19,3300,4189.1370003378124,2,52,48.35743306069343,0
Gafupegaiipekev,19951,0,10118.618217484382,4,2329,4056.2414490150099,1,2,37.59144907284081,0
Rev,19952,1,10631.468112577244,1,4788,3961.3683876554651,4,121,4.482341684950519,0
Kixokicilobod,19953,1,8614.177569555668,2,569,4173.4620295412115,8,358,22.691379433982174,0
Get,19954,1,9099.599066260498,1,3942,3872.4041166616976,2,76,40.5545747313207,0
Iunafikagad,19955,1,9178.676606866757,1,6581,3699.7526765155799,5,85,36.664457605268744,0
Iov,19956,1,11894.353720984687,6,1791,3890.2528748456912,3,27,13.572487592963041,0
Vigetiv,19957,0,9904.405278177956,1,6808,4061.4209302488298,1,207,79.5022302568503,0
Gacir,19958,1,9645.532762585202,1,3483,4117.8100770304382,10,16,17.043706082499497,0
Rieebio,19959,0,9217.704944029321,4,3883,1183.9509061840477,3,18,37.73574111798399,0
Oupehujujobohur,19960,0,9017.148550691325,1,2171,1035.7195933509586,1,227,11.222853898021944,0
Uagowayomewiqoa,19961,0,10319.169538465869,1,2237,1103.3708468173029,3,345,4.73245615734282,0
Kajacop,19962,1,9125.04583518076,12,5451,984.29336663896879,2,45,26.764486856638715,0
Runoqahotobig,19963,1,10309.80371918979,1,4958,1040.1411917345263,2,39,10.261172606337407,0
Oececonawuc,19964,0,8949.38303332342,1,824,4005.6687434378941,1,5,319.014104353545,0
Oemidoyiiav,19965,0,10801.920584674881,1,3374,844.01509289652745,13,127,41.02909963106991,0
Tiieoorow,19966,1,10529.895866971852,1,6251,3701.6416830928206,2,45,24.33666241106061,0
Bireoekeu,19967,1,8411.1913489344,1,4435,596.27536700085625,4,20,16.42535033048615,0
Volaeujan,19968,0,10232.865539645984,1,146,908.05878209355501,4,40,13.223579738095411,0
Aixemeaebotay,19969,1,9062.665368459811,1,2912,3861.2144950832708,1,18,4.540157954509762,0
Bay,19970,1,10366.007110176892,1,7640,1240.7333664230573,2,221,12.109842413191911,0
Uegoeotozuiidou,19971,1,11078.146506826186,4,8323,3793.1190818971772,4,69,0.9891973746473721,0
Zuuemujoa,19972,0,9339.753424851817,3,8093,3862.6941696527815,5,8,9.567486307177798,0
Xopaz,19973,1,9548.857430880256,1,3858,1029.6700277306784,11,74,0.57423766216098,0
Aiguh,19974,1,9803.959807129499,1,6934,3918.5553412374356,3,65,42.665198238907145,0
Keieieh,19975,1,9254.262365986593,1,996,3788.9747982356207,6,11,26.638113841874823,0
Luoeoudedau,19976,0,9938.636319907382,6,5092,988.59961780105687,9,133,11.73262608221721,0
Qezooazop,19977,1,11463.153467708118,1,334,3848.2451936096504,3,68,1.0916581025977514,0
Raaua,19978,0,9960.722194151453,1,6642,4175.9903897966688,1,19,4.28772736731738,0
Giposen,19979,0,9332.023104658912,1,4850,4086.8173649885607,4,58,38.29779593521396,0
Torisucewaxow,19980,1,9832.820969852284,1,5465,968.9166756738781,2,167,3.085077002107028,0
Kiwau,19981,1,10023.06459628338,1,8721,3784.9784084748276,1,264,14.652992128578907,0
Guhooafepis,19982,1,9657.858389065617,1,6834,1172.8871605759502,3,40,24.54665577592519,0
Muweyelodeh,19983,0,10171.632765790833,7,9222,717.25803568942342,1,294,10.809895881030878,0
Kuyoa,19984,0,9477.57082222556,4,7719,3934.1050916353533,5,228,6.322381640635135,0
Lon,19985,0,9638.046779867298,2,5665,669.64905792734271,2,141,9.022678052544782,0
Zuhezan,19986,0,10548.488081935593,2,1772,3899.0544561372117,3,21,68.37356158086844,0
Iilooadilugayue,19987,0,10465.470826527931,1,7749,3930.131978348174,2,230,9.54297525625922,0
Eavigoxuxugiw,19988,1,9066.100570191422,18,2365,1340.1305553898248,3,36,36.9731320251585,0
Hebatozoqimah,19989,0,9453.131156648604,1,3692,1149.0432861197266,1,26,20.18412162503593,0
Bol,19990,1,9005.566533330739,10,5190,3918.105757733083,2,36,9.073033235691934,0
Webapavugueop,19991,0,11356.098985829283,1,8315,873.34557612950573,4,21,6.454321575602135,0
Roxaweveaupuq,19992,0,10239.270879709202,1,1624,882.52444301252228,2,53,34.921169280888705,0
Sepawipopem,19993,1,8555.090461613447,11,8954,3784.8464691988179,1,232,15.069778958917025,0
Vakizasirehah,19994,1,9640.024634386562,2,4174,4088.0397791225714,1,76,36.0307054115803,0
Jofetus,19995,0,8752.787779678945,6,3468,900.99787147530753,13,69,11.36996203416512,0
Fid,19996,0,10028.757662270618,1,1929,3959.3982115137605,2,9,25.02638670069041,0
Loyoximuhuc,19997,1,8929.782880351007,1,8038,3784.6160035281064,2,117,7.094950672472136,0
Sadud,19998,0,10363.992754038216,1,7966,4005.1750107092275,11,235,23.871281880481444,0
Euuabedokut,19999,0,9382.442828358064,1,1260,1386.1773602689912,1,66,5.085063224488312,0
Tioosebiiakatoa,20000,0,11254.99406249041,1,2983,3508.3851934694098,3,113,39.18354911661327,0
Feiaiomoqak,20001,1,9462.150222682088,33,3893,1097.6732590725483,1,178,8.864564941933768,0
Josunoyieeoajup,20002,1,9122.486743458807,2,9066,3960.7373541250713,1,202,11.073629158260255,0
Jisea,20003,0,10110.788483803637,2,6926,1318.6904381898116,2,171,7.389660860592015,0
Dihuruu,20004,1,10145.529065251754,2,8448,1138.7647101644914,4,198,5.737464866956043,0
Ouoivuxaaugaeaf,20005,0,9506.667803308204,16,789,1084.7054513972632,2,16,14.478224110778777,0
Hikeo,20006,1,10273.22331274872,2,6048,4100.768156191265,1,264,13.988027456564822,0
Ioueaawen,20007,0,10287.587223575407,3,1721,763.18707866466161,1,104,15.645112151234924,0
Gebanohiqitez,20008,1,9505.901525208208,1,2378,4008.7768472565372,3,342,33.198687281607526,0
Puqijoe,20009,0,10608.175802884418,3,4519,3924.4719283788072,1,38,48.80461184045331,0
Xevebooexadoiot,20010,1,9228.941939694565,1,2225,1108.0615023712203,1,172,7.236885425462944,0
Sig,20011,1,9867.24172841172,1,4177,1045.1821237778365,2,15,42.023111961625474,0
Eom,20012,1,8972.216922639942,1,8389,4035.8598490154095,2,20,8.512398257266096,0
Bekosaxii,20013,1,9126.725829611098,1,3590,703.82931548077534,3,170,7.331172684456526,0
Liveoilunibazer,20014,0,9141.796056824936,1,4049,3780.6298977685165,1,189,5.988494022505131,0
Fapeu,20015,0,10378.409816786929,3,1691,1119.2435296974397,2,25,67.06358327016943,0
Kij,20016,0,9861.318504183302,2,1709,1079.4003927611652,3,179,55.67889340530066,0
Noqonaj,20017,1,9625.88653788674,1,4416,699.9124861238015,2,157,28.510937397113317,0
Eiyia,20018,1,8454.268056007297,2,7768,4219.5481649285202,5,105,60.28741098896465,0
Fegekazus,20019,0,11236.210551638458,1,8925,3848.7366533826985,1,119,14.33972087372517,0
Tieayoj,20020,1,11586.23989393317,1,7607,599.45574902752287,1,198,2.7988616944011797,0
Tuduqis,20021,1,9240.938885875346,6,764,1239.2204175421568,5,29,7.712549916212701,0
Ziqicezil,20022,1,8939.335201272388,1,2268,736.90622677468923,1,105,42.33567905430547,0
Euuazoiiyux,20023,0,9649.90233793203,2,9777,1066.2874485769562,4,77,15.114923887682641,0
Mecat,20024,0,10911.917230868281,1,6804,1167.0656084429113,2,14,3.7004498313362224,0
Eaaumoluk,20025,1,11652.84273767248,1,2843,4197.0150317878715,6,231,26.7517451246921,0
Pieupeauk,20026,0,9188.927899123308,2,4343,843.60956761620116,2,93,48.66101277202087,0
Kapet,20027,0,9518.371798965041,1,6485,892.30553208349784,4,115,12.640083769985205,0
Qexom,20028,0,9370.704965967212,2,3833,889.2377084232246,4,115,149.42347903361545,0
Puhazogucecad,20029,0,11429.901020271402,1,8693,878.59820895853886,1,5,40.517890477330695,0
Watozox,20030,1,11147.29195514345,7,1369,4238.731263281732,1,406,11.065698031028294,0
Iih,20031,1,10183.534452242133,1,1728,744.18334323020258,10,177,29.903222890120833,0
Zoa,20032,0,9742.292596019635,1,2103,3985.7063654621834,1,119,6.16269039654409,0
Oivolae,20033,1,8282.462383521157,5,4592,4058.8942111596707,1,42,12.691525155252455,0
Guruiuuelig,20034,1,9186.647611678627,1,5614,1201.0156259770745,3,35,4.150657338565592,0
Tuk,20035,1,11592.594555922788,1,3555,3962.0286371290126,1,10,32.36861529174083,0
Qulix,20036,0,9592.10797222412,1,4929,1006.8968544526923,2,188,11.321421393629885,0
Nihuzuvuuimih,20037,0,10252.841983041186,1,7014,1134.7283153985754,1,16,56.60034921380929,0
Yapatiiuruxog,20038,1,9859.270446840635,1,8144,1123.2062159156201,1,2,3.1885626972454957,0
Bufucut,20039,1,10476.456886646283,1,7228,906.79461882631063,5,59,7.1187918455308346,0
Xouuioy,20040,1,9144.175280651549,5,3333,4167.6268290849839,2,110,13.014136798915937,0
Tivaa,20041,1,9860.758234768344,13,4870,1196.6986819905653,3,31,97.91362899559877,0
Pumoq,20042,1,12457.77516113082,1,6528,3912.3734743530003,2,167,85.91314697107241,0
Qeuix,20043,0,11008.082144481235,1,1313,3909.0445213402872,1,233,41.76642032928448,0
Litiiuxeqerud,20044,0,10154.153731018738,1,7362,3868.9708205976344,1,110,7.8633911405881936,0
Dicisabeu,20045,1,9009.44071893791,5,839,4091.9525520788552,4,13,11.252936710352934,0
Vituy,20046,0,7252.776706711304,3,2379,4088.9941058098093,1,110,34.55112206447134,0
Ziq,20047,0,9417.679064139305,2,8394,1213.4182962974762,1,32,56.00931502376799,0
Daducuqeaofovur,20048,0,11433.57965748079,1,7904,4181.0275099502041,1,275,8.225362018218663,0
Yawewex,20049,0,10452.282472322418,23,9023,1031.4268384457203,1,10,4.7456555152714675,0
Douenewololofit,20050,1,9407.283181562025,1,9044,3905.1479677249331,1,134,33.405828576632416,0
Uak,20051,0,8899.086271825854,1,5654,964.01357174007069,2,55,5.1190630028618695,0
Ciduieg,20052,1,12112.959565010993,1,1712,900.01232274542951,3,381,6.726685475917845,0
Bacoqemurojog,20053,1,9365.680165610613,1,3201,4079.852839999844,1,60,6.904988705184558,0
Tahitopitak,20054,0,12604.733177173479,1,967,798.91020199216894,3,79,21.205591913545163,0
Eamikovaleqovih,20055,1,11034.241247936674,9,540,4010.7903316091601,1,29,17.92630146923088,0
Quyamafabut,20056,0,8554.868025152973,1,1740,3891.9366094300653,4,160,25.85433794275455,0
Wepemifonus,20057,0,11253.05561182601,2,7011,3882.1261139816211,1,22,44.8440206034509,0
Paq,20058,1,9168.100034025842,1,4317,1109.8771315474798,18,10,98.99471099823992,0
Yalunuculozil,20059,0,10026.798869960858,1,1527,1045.7769577471058,5,37,7.691475911784907,0
Pew,20060,1,10655.128684595798,1,1705,649.10495775773506,2,191,20.478967278899454,0
Aiaiiureviqoz,20061,1,8914.985815200851,3,8786,4267.4309961159297,3,46,21.980977832495018,0
Hiiuoupicig,20062,0,10458.043201363878,1,2065,1043.8204885786781,11,52,13.429526733141332,0
Jui,20063,1,10067.979492180157,78,6866,3464.7204370757127,2,57,70.67761955109344,0
Womicahawuu,20064,1,10430.78669860249,1,9461,936.74880762808891,5,8,19.238035859428823,0
Dueuuaeodov,20065,0,10318.568464200747,1,9989,4014.4430256518363,2,75,115.39915007290108,0
Oid,20066,1,11594.31546251993,2,7983,3852.0528410245606,9,34,19.419009107282925,0
Nejioudaf,20067,1,9457.960929775105,4,3983,1306.3703709193921,1,70,27.353991120847557,0
Ludab,20068,1,9569.028836633966,1,7607,4108.7906608009289,1,191,52.684383376537674,0
Rejerafir,20069,0,8994.575936420653,1,5823,4237.4389722444703,3,23,45.391744814124756,0
Jinetakotiiey,20070,0,11326.01257296289,1,6633,1194.8405352385175,2,6,11.443356488567384,0
Qotutae,20071,1,10224.909602778069,3,4810,3585.049944223209,1,177,3.9450748709371526,0
Cuoaooeabivom,20072,0,10861.943963744525,1,9375,1176.3825692708945,3,5,9.30817783140484,0
Raaukos,20073,1,9910.340311869362,1,3348,1046.3158497902036,4,159,29.01989434317751,0
Teaaairivim,20074,1,11702.111591469346,1,3173,1006.4997232571129,3,109,7.112275056886403,0
Wagovohavapudue,20075,0,10052.04593761448,2,5359,1226.2484873389058,5,271,27.04158835108274,0
Maliiawopej,20076,1,9712.963727085036,1,5470,3893.6745162024058,1,33,11.403293877639708,0
